,Control_1,Control_2,Control_3,Control_4,Mlp37347_1,Mlp37347_2,Mlp37347_3,Mlp37347_4,Mlp124499_1,Mlp124499_2,Mlp124499_3,Mlp124499_4
AT5G14602,0,1,0,0,0,2,0,0,0,0,0,0
AT5G14610,126,255,211,682,814,584,317,179,265,224,180,272
AT5G14620,112,229,240,620,339,301,170,298,208,219,196,277
AT5G14640,424,653,618,1558,637,577,343,536,473,564,712,448
AT5G14650,20,22,28,80,50,40,30,14,26,29,17,39
AT5G14660,150,440,354,1085,1120,937,602,138,229,268,223,423
AT5G14670,0,1,0,4,0,0,0,0,0,1,1,0
AT5G14680,144,232,262,695,360,276,179,261,221,235,356,297
AT5G14690,19,36,31,60,38,32,16,15,11,27,15,64
AT5G14700,35,81,101,219,61,48,27,39,40,43,60,164
AT5G14710,69,96,151,217,119,88,73,53,58,63,91,105
AT5G14720,834,2018,1846,4324,2079,1731,1045,1742,1511,1789,1395,1370
AT5G14730,23,70,45,116,102,106,61,19,13,20,20,23
AT5G14740,8914,23262,22145,54521,23503,19338,12158,31033,8816,10522,8507,18121
AT5G14750,2,2,8,16,3,4,4,7,0,2,2,16
AT5G14760,160,474,447,1074,118,82,59,35,42,46,41,612
AT5G14770,80,123,106,272,126,104,62,72,80,75,106,129
AT5G14780,2462,6764,6176,16144,2649,2641,1550,8893,4758,6413,9512,2463
AT5G14790,92,244,217,610,514,328,218,132,195,219,168,259
AT5G14800,389,906,1068,3627,1787,1434,883,715,840,833,477,935
AT5G14820,111,144,149,410,217,191,124,113,112,136,158,129
AT5G14850,99,198,195,436,306,268,154,146,144,152,80,177
AT5G14860,0,3,4,7,4,6,0,3,4,1,3,3
AT5G14870,6,6,6,18,7,14,7,3,6,6,5,9
AT5G14880,302,922,787,2243,636,606,368,529,541,562,412,737
AT5G14890,15,32,42,88,30,36,14,19,19,23,24,27
AT5G14895,1,3,4,10,8,13,1,2,2,2,9,2
AT5G14900,0,0,0,1,3,2,0,0,1,0,0,1
AT5G14910,681,1865,2122,4537,4317,3320,2196,1129,1472,1658,1732,1914
AT5G14920,1058,2900,2391,6934,6540,6472,3328,5585,4555,5614,4153,1759
AT5G14930,404,484,455,840,516,435,308,256,190,280,443,287
AT5G14940,91,177,114,351,197,173,120,46,178,161,200,91
AT5G14950,379,871,694,2014,1252,1010,558,676,477,556,440,616
AT5G14960,1,11,8,45,63,69,39,30,44,42,44,25
AT5G14970,706,1366,1347,2830,2627,2182,1376,830,990,1036,2094,1477
AT5G14980,0,0,0,0,0,0,0,0,0,1,0,0
AT5G14990,1,0,0,1,2,1,2,2,0,1,1,0
AT5G14995,0,0,0,0,0,0,0,0,0,0,0,0
AT5G15000,0,0,0,0,0,0,0,0,0,0,0,0
AT5G15008,0,0,0,0,0,0,0,0,0,0,0,0
AT5G15010,53,51,43,121,93,102,56,30,51,57,54,82
AT5G15020,1123,1664,1536,3984,1368,1254,653,1565,1126,1175,1563,871
AT5G15022,3,0,1,0,3,2,0,2,0,1,0,1
AT5G15025,10,40,40,56,63,58,35,20,34,25,39,45
AT5G15030,0,0,0,0,0,0,0,0,0,0,0,0
AT5G15040,0,0,0,0,1,0,1,1,0,0,0,0
AT5G15050,63,252,178,643,346,311,167,102,207,184,168,259
AT5G15060,1,2,3,3,3,1,5,1,4,2,0,2
AT5G15070,21,60,66,220,117,104,61,40,65,68,52,52
AT5G15080,167,369,374,844,439,367,234,498,280,339,280,380
AT5G15090,328,1383,1349,3361,2898,2289,1585,887,1068,1044,800,1701
AT5G15100,1,0,1,4,0,3,0,0,0,0,0,0
AT5G15110,0,0,0,0,0,0,0,0,0,0,0,0
AT5G15120,16,74,74,187,68,67,34,11,21,29,9,66
AT5G15130,1,12,12,34,11,23,1,5,4,5,6,12
AT5G15140,2,0,0,1,1,0,0,0,1,1,1,0
AT5G15150,63,119,82,230,62,68,23,122,114,142,142,115
AT5G15160,63,201,144,378,109,59,49,240,354,381,327,160
AT5G15170,73,165,159,446,257,181,143,151,148,178,136,180
AT5G15175,0,0,0,0,0,0,0,0,0,0,0,0
AT5G15180,3,17,5,31,21,16,7,7,12,4,8,2
AT5G15190,8,11,24,74,31,19,12,63,18,17,68,14
AT5G15200,707,3115,3190,14653,7615,5455,3519,2546,3235,3332,2114,4501
AT5G15210,303,442,405,1084,628,539,302,177,195,247,282,746
AT5G15220,57,183,161,551,366,320,180,136,164,180,149,251
AT5G15230,159,1254,1377,3686,1447,1402,841,1424,1933,2073,777,2057
AT5G15240,18,29,43,110,49,37,14,72,32,27,18,75
AT5G15250,0,0,3,6,1,0,0,1,0,1,1,1
AT5G15260,68,169,166,417,229,185,109,233,153,146,200,163
AT5G15265,11,35,34,82,5,0,1,56,26,41,12,25
AT5G15270,238,489,472,1521,767,711,365,505,411,471,436,382
AT5G15280,131,169,159,536,522,371,269,145,129,141,173,312
AT5G15290,0,0,0,1,0,0,0,0,1,0,0,4
AT5G15300,3,10,12,34,26,14,14,9,15,18,15,10
AT5G15310,102,264,236,662,506,353,248,323,197,203,316,335
AT5G15320,93,566,637,995,1315,905,605,500,465,520,259,756
AT5G15330,126,250,262,633,417,331,209,342,173,223,148,147
AT5G15340,12,5,5,27,23,33,20,7,8,11,10,10
AT5G15350,842,1492,1317,3304,2701,1896,1334,669,705,911,1554,1541
AT5G15360,0,0,0,0,3,6,1,1,0,1,0,0
AT5G15380,0,0,0,1,2,1,0,0,0,0,1,0
AT5G15390,156,275,288,788,655,475,307,275,215,247,214,298
AT5G15400,508,1278,1009,2498,1382,1156,676,878,786,816,977,708
AT5G15410,913,2785,2429,6892,4390,3695,1902,3418,1106,1312,1502,3611
AT5G15420,0,2,1,3,1,1,0,1,1,2,1,1
AT5G15430,15,13,10,41,7,7,8,9,11,9,20,7
AT5G15440,82,224,220,592,324,278,179,180,147,156,116,241
AT5G15450,972,2293,1615,4397,2909,2473,1590,856,1089,1171,1615,1796
AT5G15460,73,119,151,315,217,152,106,85,96,111,127,145
AT5G15470,225,381,405,878,676,598,334,196,262,290,362,417
AT5G15480,0,2,0,0,0,0,0,0,0,0,0,0
AT5G15490,133,723,521,1929,1185,991,558,286,613,536,381,650
AT5G15500,7,20,23,58,47,38,10,8,8,3,22,42
AT5G15510,72,63,66,168,238,208,127,41,66,78,44,47
AT5G15520,48,124,145,362,174,118,75,79,103,113,155,170
AT5G15530,48,180,148,601,730,605,358,239,244,288,157,177
AT5G15533,4,1,1,0,3,1,0,0,0,1,1,0
AT5G15537,24,86,75,197,136,75,58,38,31,40,41,51
AT5G15540,398,698,622,1799,815,721,374,631,644,701,613,368
AT5G15550,97,275,218,791,390,333,197,85,199,212,168,249
AT5G15560,0,0,0,0,0,0,0,0,0,0,0,0
AT5G15570,126,154,148,408,250,236,152,104,102,143,205,224
AT5G15580,921,1193,988,2984,767,622,354,794,1075,1187,1239,573
AT5G15581,32,2,4,7,3,0,1,3,1,3,12,0
AT5G15600,57,44,83,180,38,25,27,10,21,11,24,57
AT5G15610,290,605,634,1681,1171,914,572,390,476,445,510,666
AT5G15620,0,0,0,1,0,0,0,0,0,0,0,0
AT5G15630,13,62,54,185,67,62,36,28,44,42,24,30
AT5G15640,58,155,208,446,391,285,178,160,128,143,83,158
AT5G15650,371,1638,1602,4348,4512,3768,2279,1817,1437,1540,996,1995
AT5G15660,0,2,3,6,1,1,0,2,0,0,0,0
AT5G15670,0,0,0,0,0,0,0,0,0,0,0,0
AT5G15680,309,1018,885,2721,1163,1160,577,1188,862,842,508,658
AT5G15685,0,0,0,0,0,0,0,0,0,0,0,0
AT5G15690,0,0,0,0,0,0,0,0,0,0,0,0
AT5G15700,76,164,130,417,204,176,90,58,186,133,128,147
AT5G15710,60,141,148,382,207,189,105,147,98,150,139,164
AT5G15720,3,9,3,17,3,3,3,5,4,1,2,2
AT5G15725,0,0,0,0,0,0,0,0,0,0,1,0
AT5G15730,232,402,455,840,636,473,302,216,157,190,275,442
AT5G15740,65,266,268,835,520,443,256,62,116,130,110,365
AT5G15745,0,1,0,0,2,0,0,0,0,0,0,0
AT5G15750,62,169,166,500,224,195,122,78,153,140,122,232
AT5G15760,30,68,57,220,94,90,47,43,66,71,49,84
AT5G15770,1,1,4,2,3,4,2,2,6,9,8,8
AT5G15780,779,1622,1318,4976,3304,2603,1574,2989,2137,2587,1454,1194
AT5G15790,61,101,77,256,140,150,99,37,62,58,56,125
AT5G15800,4,9,4,10,5,3,4,1,0,1,0,0
AT5G15802,38,119,119,240,271,181,123,97,79,75,78,119
AT5G15805,0,0,0,2,0,0,0,0,0,0,0,0
AT5G15810,212,415,352,1104,591,469,281,279,340,377,346,446
AT5G15815,0,0,0,0,0,0,0,0,0,0,0,0
AT5G15820,53,71,69,207,83,84,49,67,50,56,75,72
AT5G15830,54,150,116,285,78,43,47,33,37,51,31,108
AT5G15833,0,0,1,0,0,0,0,0,0,0,0,0
AT5G15840,4,6,5,10,11,5,0,1,3,2,0,2
AT5G15843,2,0,1,0,0,0,0,0,0,1,0,0
AT5G15845,459,30,56,43,37,20,18,23,7,21,35,26
AT5G15850,20,82,97,48,46,28,25,81,15,13,7,121
AT5G15853,0,0,0,0,0,0,0,0,0,0,0,0
AT5G15860,126,301,330,668,321,202,153,100,80,80,96,139
AT5G15870,482,600,594,1247,514,439,309,398,172,166,219,226
AT5G15880,170,277,281,623,396,360,202,261,151,173,370,222
AT5G15890,2,2,0,5,2,0,1,0,0,3,1,0
AT5G15900,4,15,7,26,28,19,9,1,11,7,11,32
AT5G15910,163,381,375,973,389,305,209,118,186,197,202,357
AT5G15920,173,283,252,620,276,227,152,160,189,227,214,233
AT5G15930,160,284,274,708,492,363,226,246,227,276,221,351
AT5G15940,4,5,7,21,6,5,2,1,3,2,0,3
AT5G15950,605,2531,2139,4858,323,283,175,270,405,401,338,4155
AT5G15960,8,18,7,61,10,9,3,167,487,402,1433,47
AT5G15970,441,1063,948,2248,916,649,428,2423,6421,7134,21242,3424
AT5G15980,166,263,182,656,380,359,215,120,178,158,247,365
AT5G16000,213,455,358,1370,876,811,465,348,332,376,319,633
AT5G16010,754,1463,1530,3227,1766,1450,969,1024,839,1101,1475,1102
AT5G16020,7,0,4,6,5,0,1,0,2,0,3,3
AT5G16023,45,77,44,100,0,2,0,5,30,38,78,65
AT5G16030,4481,4058,3729,10016,3801,3396,2215,5101,3844,4609,9544,3050
AT5G16040,124,145,120,327,310,268,140,109,217,200,306,156
AT5G16050,600,1486,1424,2998,2042,1748,1132,961,1027,1150,1498,1391
AT5G16060,89,134,129,277,295,235,142,84,70,82,119,176
AT5G16070,272,688,598,2125,967,858,511,396,567,545,584,592
AT5G16080,45,38,79,150,63,58,39,88,34,23,14,39
AT5G16090,0,0,0,0,0,0,0,0,0,1,0,0
AT5G16100,0,0,0,0,0,0,0,0,0,0,0,0
AT5G16110,1817,3196,3522,6942,3264,2872,1721,7607,2374,3516,2598,2196
AT5G16120,270,642,639,1789,1046,819,545,1004,535,621,617,420
AT5G16130,497,2256,1981,6050,4271,2995,2110,1035,2045,1943,1121,2828
AT5G16140,88,101,135,334,330,251,167,146,110,117,132,102
AT5G16150,537,2791,2635,9045,4815,4109,2402,4055,2798,2888,2341,1871
AT5G16160,103,32,48,48,39,28,21,26,10,19,60,25
AT5G16170,66,157,137,186,87,64,35,39,21,30,41,88
AT5G16180,616,541,490,1467,787,743,415,325,289,293,644,379
AT5G16190,81,81,66,195,248,236,131,4,29,29,29,151
AT5G16200,41,43,61,104,58,58,22,13,17,16,22,128
AT5G16210,633,961,950,2511,1312,1149,680,1159,763,843,798,620
AT5G16220,374,695,602,1397,1049,871,510,658,447,503,459,489
AT5G16230,9,12,10,19,10,3,7,7,8,14,7,13
AT5G16235,30,0,1,1,1,1,0,1,0,1,6,3
AT5G16240,72,352,252,820,321,224,113,301,282,287,423,424
AT5G16250,262,349,410,972,1270,1002,613,313,371,411,335,520
AT5G16260,359,436,443,967,660,546,333,412,343,410,547,368
AT5G16270,803,1073,917,2797,1471,1196,764,876,830,954,1401,679
AT5G16280,283,824,718,2097,1105,932,544,702,636,657,496,482
AT5G16285,0,0,0,0,0,0,0,0,0,0,0,0
AT5G16290,331,586,516,1736,971,881,485,401,427,408,493,566
AT5G16300,254,783,671,2055,1238,1053,599,599,512,609,635,508
AT5G16310,85,170,128,291,148,153,120,146,113,141,162,129
AT5G16320,23,69,66,203,120,94,55,59,52,71,82,90
AT5G16330,0,0,0,2,0,0,0,0,0,0,0,0
AT5G16340,148,175,172,332,196,161,88,422,114,145,165,132
AT5G16350,12,25,28,112,86,61,49,6,17,20,25,47
AT5G16360,12,27,22,104,41,39,20,39,14,27,33,45
AT5G16370,2427,2452,2386,5584,3128,2928,1639,6117,1291,1970,3305,846
AT5G16375,0,0,0,0,0,0,0,0,0,0,0,0
AT5G16380,6,30,37,125,152,119,86,120,62,85,123,80
AT5G16390,421,1385,1315,3627,3898,3001,2008,1510,1444,1633,1086,1581
AT5G16400,739,1468,1451,3640,2921,2384,1503,840,975,1090,1203,1330
AT5G16410,26,113,117,313,76,87,40,49,64,58,40,50
AT5G16420,36,45,50,156,98,69,58,27,37,52,67,32
AT5G16430,0,0,0,0,0,0,0,0,0,0,0,0
AT5G16440,195,347,379,1302,1095,970,567,413,284,351,389,343
AT5G16450,87,150,191,468,231,237,166,93,85,113,124,200
AT5G16453,0,0,0,2,1,0,0,2,0,0,0,0
AT5G16460,0,0,0,0,0,0,0,0,0,0,0,0
AT5G16470,491,1306,1455,3144,1694,1308,930,1287,864,1081,866,2003
AT5G16480,125,175,209,460,227,199,112,116,122,161,168,139
AT5G16486,2,2,3,3,4,3,2,0,1,3,1,2
AT5G16490,8,30,32,71,37,30,14,12,12,15,11,35
AT5G16500,0,0,0,0,0,0,0,0,0,0,0,0
AT5G16510,113,314,329,925,592,484,311,253,250,268,272,327
AT5G16520,104,257,250,633,366,278,172,211,139,181,141,187
AT5G16530,2,14,8,51,30,33,14,1,15,6,7,42
AT5G16540,106,510,511,1450,662,513,309,315,322,325,195,523
AT5G16550,140,258,244,725,642,585,343,311,233,286,380,386
AT5G16560,119,142,156,309,524,484,309,164,123,147,143,135
AT5G16570,67,209,93,390,285,289,99,6,94,61,165,299
AT5G16580,1,1,0,1,2,2,0,0,0,0,1,0
AT5G16590,216,673,476,1629,1741,1257,730,409,474,544,620,632
AT5G16600,18,37,30,99,17,11,4,25,27,50,30,61
AT5G16610,131,254,190,561,310,236,150,245,202,207,243,202
AT5G16620,829,1365,1226,3199,2731,2082,1505,1210,1043,1135,1078,1087
AT5G16630,203,340,275,813,451,398,244,442,283,308,292,273
AT5G16640,22,32,30,74,48,34,24,25,25,28,43,41
AT5G16650,369,655,836,1700,990,630,464,950,464,474,493,439
AT5G16660,389,890,889,1919,1624,1199,864,964,711,765,1114,948
AT5G16680,708,1018,954,2238,1004,898,537,1039,733,789,1075,631
AT5G16690,20,41,40,152,145,94,58,22,58,42,42,31
AT5G16700,0,0,0,1,0,0,0,0,0,0,0,0
AT5G16710,1075,2060,2149,4578,4087,3398,2173,1037,1216,1320,1452,1971
AT5G16715,484,1062,914,3331,1987,1655,1039,555,766,709,434,816
AT5G16720,391,291,257,658,275,249,180,224,142,208,363,281
AT5G16730,1569,1593,1305,3361,1850,1493,1052,1676,1006,1297,2898,1294
AT5G16740,0,0,1,0,1,0,0,0,0,0,0,0
AT5G16750,213,470,371,1151,534,418,241,249,366,342,276,360
AT5G16760,254,521,439,1365,1101,900,526,323,294,336,472,746
AT5G16770,7,1,2,1,0,0,0,0,1,0,0,3
AT5G16780,1607,1108,1147,2458,1317,1160,725,1318,743,971,1511,709
AT5G16790,39,45,23,93,41,40,21,28,39,33,67,46
AT5G16800,212,463,536,1090,586,384,273,431,298,326,306,327
AT5G16810,172,324,315,707,703,526,391,517,311,362,343,251
AT5G16820,194,222,162,369,341,268,167,442,256,263,427,120
AT5G16830,605,591,703,1273,811,563,394,489,318,298,553,408
AT5G16840,169,514,453,1321,770,649,388,476,419,454,534,507
AT5G16850,5,5,5,13,12,15,13,2,8,7,9,6
AT5G16860,9,19,21,51,45,42,17,8,23,15,16,34
AT5G16870,46,85,96,235,206,140,109,91,70,61,99,121
AT5G16880,1822,2414,2631,4683,2484,1970,1273,3151,1415,1697,2239,1580
AT5G16890,42,165,123,343,264,221,119,74,119,136,107,93
AT5G16900,0,0,0,3,0,2,0,1,0,2,0,1
AT5G16910,297,681,577,1906,1767,1426,899,954,437,506,553,512
AT5G16920,0,0,0,0,0,0,0,0,0,0,0,0
AT5G16930,59,129,113,293,171,137,81,28,104,89,80,104
AT5G16940,31,65,56,99,93,81,54,37,52,48,82,64
AT5G16950,60,48,67,130,93,73,37,50,60,45,92,76
AT5G16960,5,12,40,19,19,11,0,22,4,1,3,16
AT5G16970,556,987,1075,2017,1627,1335,792,1135,446,505,716,1280
AT5G16980,15,36,61,113,128,142,57,69,27,37,32,86
AT5G16990,150,360,291,851,537,430,274,192,261,267,588,451
AT5G17000,265,421,494,982,820,573,425,122,105,156,373,637
AT5G17010,75,287,198,745,379,351,196,131,173,178,154,280
AT5G17020,505,1522,1314,3373,2096,1848,1063,1083,923,990,787,1267
AT5G17030,0,1,0,3,0,1,0,0,0,0,0,9
AT5G17040,3,6,10,21,9,5,1,5,8,2,9,13
AT5G17050,345,491,441,1166,386,346,231,104,123,118,163,1039
AT5G17060,77,152,179,379,164,139,68,51,67,68,107,134
AT5G17070,129,195,212,414,360,310,213,124,171,165,234,195
AT5G17080,0,0,0,0,0,0,0,0,0,0,0,0
AT5G17090,0,0,0,0,0,0,1,0,0,0,0,0
AT5G17100,0,0,0,0,0,0,0,0,0,0,1,0
AT5G17110,0,0,0,0,0,1,0,0,0,0,0,0
AT5G17120,0,0,0,0,0,0,0,0,0,0,0,0
AT5G17130,0,0,0,0,0,0,0,0,0,0,0,0
AT5G17140,0,0,0,0,0,0,0,0,0,0,0,0
AT5G17150,0,6,5,21,11,2,2,1,0,3,0,1
AT5G17160,86,124,119,306,513,476,282,60,156,131,121,153
AT5G17165,9,16,12,40,31,28,20,14,14,16,14,27
AT5G17167,0,0,0,0,0,0,0,0,0,0,0,0
AT5G17170,574,1767,1739,5558,1585,1170,685,376,565,517,658,2152
AT5G17180,0,0,0,0,0,0,0,0,0,0,0,0
AT5G17190,85,382,451,1110,859,626,402,371,408,502,518,554
AT5G17200,0,0,0,0,0,0,0,0,0,0,0,0
AT5G17210,22,40,31,108,87,78,38,17,25,25,19,46
AT5G17220,7,24,28,84,156,123,76,1,5,3,4,33
AT5G17230,1655,3919,3089,11351,5817,4694,3033,534,1684,1642,2524,4584
AT5G17240,12,38,45,139,101,92,41,13,39,24,38,78
AT5G17250,60,125,119,343,223,190,112,76,93,109,102,88
AT5G17260,11,15,12,39,11,13,13,8,10,13,11,12
AT5G17270,174,319,265,766,415,322,219,126,224,230,206,230
AT5G17280,5,38,46,10,23,9,8,22,9,11,6,54
AT5G17290,248,276,273,1023,345,300,162,211,154,155,231,256
AT5G17300,1025,1974,1816,3203,429,379,177,1335,208,353,266,1875
AT5G17305,105,6,5,6,3,0,2,1,1,3,8,0
AT5G17310,338,965,1033,2217,992,821,571,387,412,441,413,991
AT5G17320,0,0,0,4,0,0,0,0,0,0,0,0
AT5G17330,38,77,73,284,191,186,134,79,57,97,19,123
AT5G17340,0,0,0,0,0,0,0,0,0,0,0,0
AT5G17345,0,0,0,1,0,0,0,0,0,0,0,0
AT5G17350,15,51,44,107,28,70,13,12,6,2,4,131
AT5G17360,4,16,11,28,15,16,13,14,9,4,12,17
AT5G17370,42,102,79,194,117,115,65,60,83,69,59,65
AT5G17380,939,1267,1684,3743,1434,1272,722,973,448,497,1132,1129
AT5G17390,24,8,19,22,0,5,3,5,0,1,1,6
AT5G17400,114,216,278,714,336,239,147,185,162,152,159,329
AT5G17410,72,231,215,633,394,318,213,221,201,220,144,207
AT5G17420,77,191,151,744,245,226,115,98,145,123,135,82
AT5G17430,0,0,0,1,0,0,0,1,0,0,0,0
AT5G17440,361,338,392,907,511,454,292,512,357,395,518,324
AT5G17450,68,76,85,100,166,127,126,93,71,82,92,67
AT5G17460,14,35,25,49,70,69,33,1361,1314,1571,1418,59
AT5G17470,0,0,0,0,0,0,0,0,0,0,0,0
AT5G17480,0,0,0,0,0,0,0,0,0,0,0,0
AT5G17490,44,145,84,364,70,94,61,329,183,231,192,82
AT5G17500,0,1,0,0,0,0,0,0,0,0,0,0
AT5G17510,346,430,350,953,426,411,241,263,270,318,515,459
AT5G17520,49,330,272,976,977,749,449,252,367,370,374,356
AT5G17522,5,6,9,31,10,5,3,7,3,5,5,3
AT5G17523,33,152,124,472,430,399,187,138,161,169,137,135
AT5G17530,208,482,446,1238,899,832,522,365,326,344,367,292
AT5G17540,15,9,9,15,7,11,5,13,9,14,7,28
AT5G17550,193,231,272,758,337,218,162,265,222,273,372,319
AT5G17560,107,536,499,1475,1130,853,554,318,337,330,258,745
AT5G17570,5,47,49,174,48,47,23,37,42,21,29,37
AT5G17580,59,61,70,227,99,64,49,35,63,89,122,77
AT5G17590,0,2,0,0,0,0,0,0,1,0,0,0
AT5G17600,144,223,238,414,157,145,82,89,121,117,117,500
AT5G17610,119,208,246,503,366,265,174,219,133,180,222,292
AT5G17620,51,133,111,385,296,239,136,86,109,112,118,155
AT5G17630,109,338,283,819,631,546,297,137,213,166,95,331
AT5G17640,127,242,262,776,539,441,296,304,191,193,182,212
AT5G17650,70,156,135,328,300,261,155,129,93,85,112,204
AT5G17660,63,163,167,352,328,263,196,60,136,121,142,188
AT5G17670,200,656,655,2324,1098,810,490,439,272,290,189,498
AT5G17680,7,17,17,53,19,21,11,13,15,12,15,21
AT5G17690,296,288,285,727,409,289,181,203,192,230,315,225
AT5G17700,13,50,35,156,487,425,225,20,42,34,66,152
AT5G17710,1106,1051,1182,2768,3167,2837,1771,921,701,813,1011,1400
AT5G17720,0,0,0,0,0,0,0,0,0,0,0,0
AT5G17730,0,0,0,0,0,0,0,0,0,0,0,0
AT5G17740,0,0,2,0,0,0,0,0,0,0,0,0
AT5G17750,0,0,0,0,0,0,0,0,0,0,0,0
AT5G17760,273,331,419,468,96,116,43,152,203,164,330,120
AT5G17770,339,1187,1246,3724,2073,1646,1072,998,940,952,870,1641
AT5G17780,24,68,57,155,21,16,12,6,38,25,59,35
AT5G17790,137,268,196,777,565,467,326,156,207,224,260,243
AT5G17800,4,9,3,13,10,8,12,6,6,4,2,8
AT5G17810,0,0,0,4,1,1,0,0,0,0,1,1
AT5G17820,0,1,0,38,0,1,1,2,1,7,0,12
AT5G17830,6,3,15,27,9,16,1,2,6,5,6,9
AT5G17840,51,197,182,641,435,313,226,155,158,203,191,219
AT5G17847,0,0,0,3,0,1,1,0,1,1,1,0
AT5G17850,7,51,42,111,121,111,58,72,46,57,60,60
AT5G17860,148,505,620,1289,364,261,186,386,236,289,316,165
AT5G17870,545,2258,2468,5082,6251,4351,2961,1837,1755,1875,1052,3046
AT5G17880,217,552,448,1170,644,515,349,288,204,238,199,331
AT5G17890,726,982,972,2442,1165,1011,577,643,544,602,687,795
AT5G17900,933,676,675,1847,817,706,477,932,493,593,1304,569
AT5G17910,865,1077,904,2257,1129,961,555,935,657,776,1143,778
AT5G17920,3282,18365,14176,55211,43599,36747,21084,11347,17940,17388,12893,16372
AT5G17930,248,390,316,834,437,395,237,194,324,281,338,320
AT5G17950,0,0,0,0,0,0,0,0,0,0,0,0
AT5G17960,0,0,0,0,0,0,0,1,2,1,0,0
AT5G17970,0,1,0,3,0,4,4,0,0,0,0,0
AT5G17980,36,90,81,196,170,124,76,70,54,64,41,104
AT5G17990,570,1122,1443,2311,2048,1721,1121,484,379,492,744,801
AT5G18000,0,1,1,2,0,2,0,0,0,0,1,0
AT5G18005,0,0,0,0,0,0,0,0,0,0,0,0
AT5G18010,17,81,72,266,19,19,23,59,81,100,67,184
AT5G18015,0,0,0,2,1,0,0,0,0,0,0,2
AT5G18020,45,261,234,596,94,63,58,85,187,262,216,621
AT5G18030,97,289,216,887,140,115,53,87,240,287,288,689
AT5G18037,0,0,0,0,0,0,0,0,0,0,0,0
AT5G18040,59,127,146,265,103,86,58,74,99,83,98,128
AT5G18050,80,282,200,692,64,54,31,121,358,381,327,482
AT5G18060,47,202,155,677,83,54,38,71,187,209,124,368
AT5G18065,17,34,47,100,44,39,21,18,25,25,20,50
AT5G18070,79,110,114,310,237,251,119,89,97,115,147,193
AT5G18080,63,237,193,560,81,55,49,76,217,265,170,635
AT5G18085,0,0,0,0,0,0,0,0,0,0,0,0
AT5G18090,2,2,0,5,5,0,1,2,2,1,8,6
AT5G18100,119,197,229,495,380,292,193,184,172,184,241,171
AT5G18110,508,929,1131,2191,1089,900,554,1537,663,981,880,834
AT5G18120,101,380,390,789,456,400,232,300,274,303,229,423
AT5G18130,963,1554,1424,2977,1574,1330,800,1372,1478,1608,3799,833
AT5G18140,274,744,808,1766,877,721,460,1140,454,581,365,437
AT5G18150,7,7,13,8,6,2,6,8,7,4,7,9
AT5G18160,0,0,0,0,0,0,0,0,0,0,0,0
AT5G18170,1386,2354,2750,6381,2033,1589,992,6397,1393,1710,2224,1482
AT5G18180,2,2,5,5,4,3,4,8,2,7,2,6
AT5G18190,657,1181,1129,2635,1411,1269,739,955,808,942,1171,895
AT5G18200,47,162,164,498,278,249,152,158,111,144,81,239
AT5G18210,30,82,71,192,164,136,78,84,73,81,72,55
AT5G18220,3,8,10,21,5,7,5,0,4,2,8,13
AT5G18230,1242,2163,1971,4742,2838,2394,1485,2176,1662,1888,2173,1256
AT5G18240,21,22,19,21,17,7,10,17,13,12,15,37
AT5G18245,182,40,54,144,69,44,29,44,39,66,71,36
AT5G18250,38,109,130,239,123,104,65,47,88,79,86,121
AT5G18255,31,43,59,88,63,48,27,60,50,52,23,104
AT5G18260,56,19,18,34,21,11,9,12,17,21,22,8
AT5G18270,37,41,39,97,61,55,38,24,13,18,12,29
AT5G18280,216,586,488,1539,1239,966,604,357,405,469,544,582
AT5G18290,39,87,61,223,160,96,62,116,46,41,58,70
AT5G18300,0,0,0,2,1,0,0,0,0,0,1,2
AT5G18310,671,736,783,1360,588,510,378,232,246,316,493,463
AT5G18320,6,3,8,15,0,9,1,2,3,2,2,7
AT5G18330,0,0,0,0,0,0,0,0,0,0,0,0
AT5G18340,7,22,26,57,26,22,9,7,4,7,16,23
AT5G18350,3,1,5,10,3,1,2,1,2,0,2,0
AT5G18360,43,93,76,176,86,64,59,29,31,43,29,65
AT5G18370,79,122,119,347,153,131,58,79,94,115,83,99
AT5G18380,922,3250,3245,11109,7865,5906,3642,2447,2873,3487,2521,5365
AT5G18390,45,116,112,259,191,181,102,93,82,94,99,128
AT5G18400,139,363,450,1040,779,645,448,210,169,189,164,456
AT5G18403,0,0,0,0,0,0,0,0,0,0,0,0
AT5G18404,3,7,4,14,4,4,1,0,1,0,0,14
AT5G18407,0,0,0,0,1,0,0,0,0,0,0,3
AT5G18410,258,929,675,2452,1352,1204,599,610,660,659,460,559
AT5G18420,121,323,305,921,528,401,254,268,213,249,235,308
AT5G18430,28,77,99,293,137,136,74,54,91,106,82,111
AT5G18440,240,281,215,579,328,239,165,168,223,256,336,293
AT5G18450,0,0,0,0,0,0,0,0,0,0,0,2
AT5G18460,257,485,395,1184,633,569,332,206,281,300,477,466
AT5G18470,19,50,86,53,22,19,16,25,25,17,46,30
AT5G18475,43,48,43,123,89,77,44,44,41,45,75,53
AT5G18480,263,721,742,2001,777,698,401,374,332,350,382,654
AT5G18490,237,464,478,1128,563,456,230,338,126,160,244,266
AT5G18500,390,798,728,2620,2342,1805,1190,559,549,591,694,1071
AT5G18510,0,0,0,2,2,2,0,0,0,0,1,2
